Environment,Account,invoice_date,Description,region,Product Name,vendor,Service Name,Usage Type,Team,Sub-Team,Cost Before Uplifts ($)
non-prod,66082951,01/02/2024,Azure AI Document Intelligence - S0 - Pre-built Pages,West Europe::westeurope,,Azure,,Azure Applied AI Services::Document Intelligence,AE Tech,Yield Syndicate,431.84
non-prod,79409375,01/02/2024,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Treasury,The Money Badgers,450.28
prod,83082779,01/02/2024,Azure AI Search - Standard S1 Unit,East Asia::eastasia,,Azure,,Azure Cognitive Search::AI,AE Tech,MC Ledger and the Flow Squad,450.74
non-prod,30581379,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Treasury,The Money Badgers,454.99
non-prod,99457172,01/02/2024,Azure AI Document Intelligence - Free - Transactions,West Europe::westeurope,,Azure,,Azure Applied AI Services::Document Intelligence,TE Tech,Risk Regulators,460.74
non-prod,66082951,01/02/2024,Azure AI Search - Standard S1 Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,AE Tech,Yield Syndicate,462.7
non-prod,66082951,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,469.58
non-prod,67530995,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),479.63
non-prod,66113017,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Invoicing Avengers,494.43
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,495.42
non-prod,67530995,01/02/2024,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),495.97
UAT01,83082779,01/02/2024,Azure AI Search - Free Unit,East Asia::eastasia,,Azure,,Azure Cognitive Search::AI,AE Tech,MC Ledger and the Flow Squad,498.89
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,510.1
prod,63724238,01/02/2024,Translator Text - S2 - Units,West Europe::westeurope,,Azure,,Cognitive Services::Translator Text,TE Tech,Risk Regulators,523.92
non-prod,55083825,01/02/2024,Azure AI Search - Standard S1 Unit,East US::eastus,,Azure,,Azure Cognitive Search::AI,United America,Excel-lent Performers,548.56
non-prod,48347781,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,556.11
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,562.44
non-prod,79438966,01/02/2024,Azure AI Search - Standard S1 Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,United America,The Budgeters,587.93
non-prod,79438966,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,The Budgeters,591.94
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,598.95
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,599.53
non-prod,66082951,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,602.89
prod,66113017,01/02/2024,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,United America,Invoicing Avengers,627.71
non-prod,66113017,01/02/2024,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,United America,Invoicing Avengers,644.34
non-prod,47346863,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,United America,Delta Divison,652.29
non-prod,76256059,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),656.09
non-prod,47346863,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Delta Divison,683.61
non-prod,14773528,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,701.26
prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,701.32
non-prod,79438966,01/02/2024,Azure AI Search - Standard S1 Unit,East US::eastus,,Azure,,Azure Cognitive Search::AI,United America,The Budgeters,708.44
non-prod,14773528,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,711.72
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,718.95
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,755.8
prod,66113017,01/02/2024,Azure AI Search - Standard S1 Unit,East US::eastus,,Azure,,Azure Cognitive Search::AI,United America,Invoicing Avengers,765.82
non-prod,68266377,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,766.55
non-prod,30581379,01/02/2024,Azure AI Search - Standard S1 Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,Treasury,The Money Badgers,766.64
non-prod,67027787,01/02/2024,Azure AI Search - Basic Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,AE Tech,MC Ledger and the Flow Squad,774.06
non-prod,12273010,01/02/2024,Azure AI Search - Semantic Ranker queries - US East,East US::eastus,,Azure,,Azure Cognitive Search::AI,Global United Kingdon,Straight Outta Accounts,794.52
non-prod,18466774,01/02/2024,Azure AI Search - Standard S1 Unit,North Europe::northeurope,,Azure,,Azure Cognitive Search::AI,SecuroSave,SecuroSave Lite,797.71
non-prod,61092303,01/02/2024,Translator Text - S1 - Document Characters,West Europe::westeurope,,Azure,,Cognitive Services::Translator Text,Global United Kingdon,The Ledger League,807.3
non-prod,14773528,01/02/2024,Azure AI Search - Standard S1 Unit,East US::eastus,,Azure,,Azure Cognitive Search::AI,AE Tech,MC Ledger and the Flow Squad,810.31
non-prod,35462054,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,811.08
prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,818.9
non-prod,48347781,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,829.41
non-prod,63724238,01/02/2024,Translator Text - S2 - Units,West Europe::westeurope,,Azure,,Cognitive Services::Translator Text,TE Tech,Risk Regulators,847.24
non-prod,47782817,01/02/2024,Azure AI Search - Standard S1 Unit,East US::eastus,,Azure,,Azure Cognitive Search::AI,United America,The Budgeters,861.65
non-prod,66082951,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,865.78
non-prod,68266377,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,874.26
non-prod,61092303,01/02/2024,Azure AI Document Intelligence - S0 - Pre-built Pages,West Europe::westeurope,,Azure,,Azure Applied AI Services::Document Intelligence,Global United Kingdon,The Ledger League,879.98
non-prod,48347781,01/02/2024,Azure AI Search - Standard S1 Unit,East US::eastus,,Azure,,Azure Cognitive Search::AI,Global United Kingdon,The Ledger League,883.65
non-prod,59715547,01/02/2024,Azure AI Document Intelligence - S0 - Pre-built Pages,West Europe::westeurope,,Azure,,Azure Applied AI Services::Document Intelligence,TE Tech,Risk Regulators,893.46
non-prod,82970199,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,902.08
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,905.33
non-prod,48347781,01/02/2024,Azure AI Search - Standard S1 Unit,East Asia::eastasia,,Azure,,Azure Cognitive Search::AI,Global United Kingdon,The Ledger League,930.79
UAT01,83082779,01/02/2024,Azure AI Search - Standard S1 Unit,East Asia::eastasia,,Azure,,Azure Cognitive Search::AI,AE Tech,MC Ledger and the Flow Squad,960.21
non-prod,67530995,01/02/2024,Azure AI Search - Basic Unit,East US::eastus,,Azure,,Azure Cognitive Search::AI,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),987.16
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,989.82
non-prod,72837097,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Treasury,The Money Badgers,1023.55
non-prod,48347781,01/02/2024,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,Global United Kingdon,The Ledger League,1030.09
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1036.25
prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1049.19
non-prod,61092303,01/02/2024,Azure AI Search - Standard S1 Unit,East US::eastus,,Azure,,Azure Cognitive Search::AI,Global United Kingdon,The Ledger League,1060.41
non-prod,72108536,01/02/2024,Azure AI Search - Basic Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,United America,Jay-Zeros and Ones,1061.18
prod,61092303,01/02/2024,Azure AI Search - Standard S1 Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,Global United Kingdon,The Ledger League,1063.12
non-prod,30581379,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Treasury,The Money Badgers,1064.29
non-prod,61092303,01/02/2024,Translator Text - S1 - Characters,West Europe::westeurope,,Azure,,Cognitive Services::Translator Text,Global United Kingdon,The Ledger League,1081.84
non-prod,68266377,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,1091.06
non-prod,66113017,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Invoicing Avengers,1108.07
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1120.21
non-prod,47346863,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Delta Divison,1122
non-prod,68266377,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,1127.94
non-prod,30581379,01/02/2024,Azure AI Document Intelligence - Free - Transactions,West Europe::westeurope,,Azure,,Azure Applied AI Services::Document Intelligence,Treasury,The Money Badgers,1143.66
non-prod,60584878,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,1204.23
non-prod,72981737,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,1207.37
non-prod,61092303,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,1233.28
non-prod,59715547,01/02/2024,Azure AI Document Intelligence - S0 - pages for doc classifier,West Europe::westeurope,,Azure,,Azure Applied AI Services::Document Intelligence,TE Tech,Risk Regulators,1236.55
non-prod,48347781,01/02/2024,Azure AI Search - Standard S2 Unit,East Asia::eastasia,,Azure,,Azure Cognitive Search::AI,Global United Kingdon,The Ledger League,1236.72
non-prod,99457172,01/02/2024,Azure AI Search - Standard S1 Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,TE Tech,Risk Regulators,1254.02
non-prod,66113017,01/02/2024,Azure AI Search - Standard S1 Unit,East US::eastus,,Azure,,Azure Cognitive Search::AI,United America,Invoicing Avengers,1266.8
non-prod,66082951,01/02/2024,Azure AI Search - Standard S1 Unit,East US::eastus,,Azure,,Azure Cognitive Search::AI,AE Tech,Yield Syndicate,1273.53
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1277.56
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1284.21
non-prod,67530995,01/02/2024,Azure AI Document Intelligence - S0 - Read Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),1291.71
non-prod,48347781,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,1300.5
non-prod,48347781,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,1303.64
non-prod,19545164,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,1303.88
non-prod,61092303,01/02/2024,Azure AI Search - Standard S1 Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,Global United Kingdon,The Ledger League,1319.65
non-prod,96349526,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Legal Department,Alpha Architects,1344.06
non-prod,83367775,01/02/2024,Azure AI Document Intelligence - S0 - Pre-built Pages,West Europe::westeurope,,Azure,,Azure Applied AI Services::Document Intelligence,TE Tech,Risk Regulators,1349.01
non-prod,96266956,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1349.55
non-prod,68266377,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,1361.41
non-prod,68266377,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,1368.59
non-prod,12273010,01/02/2024,Azure AI Search - Standard S1 Unit,East US::eastus,,Azure,,Azure Cognitive Search::AI,Global United Kingdon,Straight Outta Accounts,1387.06
non-prod,66082951,01/02/2024,Azure AI Search - Standard S2 Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,AE Tech,Yield Syndicate,1392.5
non-prod,96266956,01/02/2024,Azure AI Search - Basic Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,Global United Kingdon,Straight Outta Accounts,1397.87
non-prod,96349526,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Legal Department,Alpha Architects,1400.91
non-prod,19545164,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,1403.03
non-prod,45406014,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Legal Department,Run DMC (Direct Money Control),1404.37
non-prod,99457172,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,TE Tech,Risk Regulators,1408.16
non-prod,61092303,01/02/2024,Speech - Speech To Text,West Europe::westeurope,,Azure,,Cognitive Services::Speech,Global United Kingdon,The Ledger League,1414.27
prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1430.08
non-prod,83367775,01/02/2024,Azure AI Search - Standard S1 Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,TE Tech,Risk Regulators,1439.65
non-prod,74852711,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Bank Tank,1445.52
non-prod,61092303,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,1446.68
non-prod,59715547,01/02/2024,Azure AI Search - Standard S1 Unit,North Europe::northeurope,,Azure,,Azure Cognitive Search::AI,TE Tech,Risk Regulators,1447.84
prod,83082779,01/02/2024,Azure AI Search - Standard S1 Unit,Southeast Asia::southeastasia,,Azure,,Azure Cognitive Search::AI,AE Tech,MC Ledger and the Flow Squad,1464.78
non-prod,72981737,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,1476.59
non-prod,66082951,01/02/2024,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,AE Tech,Yield Syndicate,1478.34
non-prod,59715547,01/02/2024,Azure AI Document Intelligence - S0 - Read Pages,West Europe::westeurope,,Azure,,Azure Applied AI Services::Document Intelligence,TE Tech,Risk Regulators,1480.89
non-prod,55083825,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Excel-lent Performers,1481.26
non-prod,19545164,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,1498.25
non-prod,59715547,01/02/2024,Azure AI Search - Basic Unit,North Europe::northeurope,,Azure,,Azure Cognitive Search::AI,TE Tech,Risk Regulators,1504.87
non-prod,66082951,01/02/2024,Azure AI Document Intelligence - S0 - Read Pages,West Europe::westeurope,,Azure,,Azure Applied AI Services::Document Intelligence,AE Tech,Yield Syndicate,1510.99
non-prod,79438966,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,The Budgeters,1513.44
prod,12273010,01/02/2024,Azure AI Search - Standard S1 Unit,East US::eastus,,Azure,,Azure Cognitive Search::AI,Global United Kingdon,Straight Outta Accounts,1529.45
non-prod,96266956,01/02/2024,Azure AI Search - Standard S1 Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,Global United Kingdon,Straight Outta Accounts,1537.75
non-prod,67530995,01/02/2024,Azure AI Search - Document Cracking Image Extraction,East US::eastus,,Azure,,Azure Cognitive Search::AI,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),1544.01
non-prod,32174238,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Finance,1574.27
non-prod,79438966,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,The Budgeters,1588.69
non-prod,79409375,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Treasury,The Money Badgers,1588.86
non-prod,61092303,01/02/2024,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,Global United Kingdon,The Ledger League,1590.54
non-prod,66082951,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,1590.95
non-prod,65474202,01/02/2024,Azure AI Search - Standard S1 Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,TE Tech,Risk Regulators,1595.34
non-prod,68266377,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,1604.86
non-prod,58870886,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,The Money Badgers,1621.89
non-prod,82273336,01/02/2024,Azure AI Search - Standard S1 Unit,West Europe::westeurope,,Azure,,Azure Cognitive Search::AI,Global United Kingdon,Straight Outta Accounts,1644.53
non-prod,35462054,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,1646.42
non-prod,66082951,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,1672.2
non-prod,12273010,01/02/2024,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,Global United Kingdon,Straight Outta Accounts,1694.85
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1763.59
non-prod,99457172,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,TE Tech,Risk Regulators,1791.69
non-prod,61092303,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,1794.72
non-prod,66113017,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Invoicing Avengers,1799.66
non-prod,14773528,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,1805.4
non-prod,66113017,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Invoicing Avengers,1816.57
non-prod,32174238,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Finance,1828.51
non-prod,47782817,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,The Budgeters,1831.15
non-prod,35462054,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,1842.77
non-prod,35462054,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,1863.61
non-prod,68266377,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,1867.84
non-prod,67027787,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,1868.27
non-prod,60584878,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,1876.53
non-prod,55083825,01/02/2024,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,United America,Excel-lent Performers,1877.95
non-prod,66113017,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Invoicing Avengers,1879.18
non-prod,45406014,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Legal Department,Run DMC (Direct Money Control),1892.94
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1899.11
non-prod,68266377,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,1922.88
non-prod,47346863,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,United America,Delta Divison,1975.19
non-prod,12273010,01/02/2024,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1977.69
