Environment,Account,invoice_date,Description,region,Product Name,vendor,Service Name,Usage Type,Team,Sub-Team,Cost Before Uplifts ($)
dev,73759281,01/02/2024,Vertex AI Search and Conversation: Data Index,europe-west4,,GCP,GCP Vertex Ai Search,,Global United Kingdon,Straight Outta Accounts,0
dev,73759281,01/02/2024,Vertex AI Search: Search API Request Count - Enterprise,europe-west1,,GCP,GCP Vertex Ai Search,,Global United Kingdon,Straight Outta Accounts,0
dev,73759281,01/02/2024,Vertex AI Search: Search API Request Count - LLM Add-on,europe-west1,,GCP,GCP Vertex Ai Search,,Global United Kingdon,Straight Outta Accounts,0
dev,73759281,01/02/2024,Vertex AI Search: Search API Request Count - Standard,europe-west1,,GCP,GCP Vertex Ai Search,,Global United Kingdon,Straight Outta Accounts,0
dev,70359576,01/02/2024,Vertex AI Search and Conversation: Data Index,europe-north1,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,0
dev,70359576,01/02/2024,Vertex AI Search and Conversation: Data Index,europe-west1,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,0
dev,70359576,01/02/2024,Vertex AI Search and Conversation: Data Index,europe-west4,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,0
dev,70359576,01/02/2024,Vertex AI Search: Search API Request Count - Standard,europe-west1,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,0
dev,70359576,01/02/2024,Vertex AI Search: Search API Request Count - Standard,europe-west4,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,0
dev,17206320,01/02/2024,Vertex AI Search and Conversation: Data Index,europe-north1,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,0
dev,17206320,01/02/2024,Vertex AI Search and Conversation: Data Index,europe-west1,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,0
dev,17206320,01/02/2024,Vertex AI Search and Conversation: Data Index,europe-west4,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,0
dev,17206320,01/02/2024,Vertex AI Search: Search API Request Count - Enterprise,europe-west1,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,0
dev,17206320,01/02/2024,Vertex AI Search: Search API Request Count - Enterprise,europe-west4,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,0
dev,73759281,01/02/2024,Text query operation for interacting with Dialogflow CX agents,europe-west1,,GCP,GCP Cloud Dialogflow Api,,Global United Kingdon,Straight Outta Accounts,0.62
dev,73759281,01/02/2024,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,Global United Kingdon,Straight Outta Accounts,0.88
prod,22370045,01/02/2024,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,United America,The Budgeters,1.12
dev,69161030,01/02/2024,Text query operation for interacting with Dialogflow CX agents,europe-west2,,GCP,GCP Cloud Dialogflow Api,,TE Tech,Risk Regulators,1.19
dev,71794275,01/02/2024,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,TE Tech,Risk Regulators,1.19
prod,71794275,01/02/2024,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,TE Tech,Risk Regulators,1.55
dev,73759281,01/02/2024,Intent Detection Query Textual Sentiment Operations for Enterprise Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,Global United Kingdon,Straight Outta Accounts,1.94
prod,13131186,01/02/2024,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,TE Tech,Risk Regulators,2
dev,70359576,01/02/2024,Sentiment Analysis Operations,(not set),,GCP,GCP Cloud Natural Language,,AE Tech,Yield Syndicate,8.84
dev,70359576,01/02/2024,Content Classification Operations,(not set),,GCP,GCP Cloud Natural Language,,AE Tech,Yield Syndicate,8.87
prod,50109088,01/02/2024,Cloud Speech-to-Text Audio Length Standard,(not set),,GCP,GCP Cloud Speech Api,,United America,Delta Divison,15.01
prod,67090511,01/02/2024,Cloud Speech-to-Text Audio Length Standard,(not set),,GCP,GCP Cloud Speech Api,,Global United Kingdon,The Ledger League,17.84
dev,50666767,01/02/2024,Notebooks GPU Premium Management Fee,europe-west1-b,,GCP,GCP Notebooks,,United America,Wu-Tang Clan of Cash Flow,22.33
dev,59323113,01/02/2024,Cloud Speech-to-Text Audio Length Standard,(not set),,GCP,GCP Cloud Speech Api,,Treasury,Treasury Foundation,23.31
dev,69805806,01/02/2024,Cloud Speech-to-Text Audio Length Standard,(not set),,GCP,GCP Cloud Speech Api,,Treasury,The Money Badgers,26.25
dev,82970199,01/02/2024,Number of pages processed by Custom Document Extractor.,(not set),,GCP,GCP Cloud Document Ai Api,,Global United Kingdon,The Ledger League,27.81
dev,80293184,01/02/2024,Cloud Speech-to-Text Audio Length Standard,(not set),,GCP,GCP Cloud Speech Api,,Treasury,Ctrl+Alt+Deficit,30.46
prod,91273006,01/02/2024,Managed Notebooks CPU Management Fee,asia-east2,,GCP,GCP Notebooks,,AE Tech,Yield Syndicate,31.56
dev,70359576,01/02/2024,Number of hours a processor version has been deployed.,(not set),,GCP,GCP Cloud Document Ai Api,,AE Tech,Yield Syndicate,31.6
dev,69805806,01/02/2024,Number of pages processed for OCR processor.,(not set),,GCP,GCP Cloud Document Ai Api,,Treasury,The Money Badgers,31.95
dev,82970199,01/02/2024,Number of hours a processor version has been deployed.,(not set),,GCP,GCP Cloud Document Ai Api,,Global United Kingdon,The Ledger League,33.18
dev,56982163,01/02/2024,Number of hours a processor version has been deployed.,(not set),,GCP,GCP Cloud Document Ai Api,,Treasury,Treasury Foundation,38.64
dev,70359576,01/02/2024,Syntax Analysis Operations,(not set),,GCP,GCP Cloud Natural Language,,AE Tech,Yield Syndicate,42.84
dev,70359576,01/02/2024,Number of 'general' type pages processed,(not set),,GCP,GCP Cloud Document Ai Api,,AE Tech,Yield Syndicate,42.94
dev,17501834,01/02/2024,Number of pages processed for OCR processor.,(not set),,GCP,GCP Cloud Document Ai Api,,United America,Bank Tank,48.23
dev,82970199,01/02/2024,Number of 'general' type pages processed,(not set),,GCP,GCP Cloud Document Ai Api,,Global United Kingdon,The Ledger League,48.37
dev,70359576,01/02/2024,Language Detection Operations,(not set),,GCP,GCP Cloud Natural Language,,AE Tech,Yield Syndicate,49.47
dev,87305096,01/02/2024,Notebooks CPU Management Fee,europe-west2-a,,GCP,GCP Notebooks,,TE Tech,Risk Regulators,53.39
dev,50666767,01/02/2024,Notebooks CPU Management Fee,europe-west1-b,,GCP,GCP Notebooks,,United America,Wu-Tang Clan of Cash Flow,55.15
dev,70359576,01/02/2024,Entity Sentiment Analysis Operations,(not set),,GCP,GCP Cloud Natural Language,,AE Tech,Yield Syndicate,58.34
dev,70359576,01/02/2024,Entity Analysis Operations,(not set),,GCP,GCP Cloud Natural Language,,AE Tech,Yield Syndicate,58.97
dev,71794275,01/02/2024,Entity Analysis Operations,(not set),,GCP,GCP Cloud Natural Language,,TE Tech,Risk Regulators,60.66
dev,87305096,01/02/2024,Notebooks CPU Management Fee,europe-west2-b,,GCP,GCP Notebooks,,TE Tech,Risk Regulators,61.08
dev,91273006,01/02/2024,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in asia-east2,asia-east2,,GCP,GCP Notebooks,,AE Tech,Yield Syndicate,62.76
prod,67090511,01/02/2024,Text Detection Operations,us-central1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,63.74
dev,69805806,01/02/2024,Workbench Instances Storage for GCE usage - Standard Persistent Disk in europe-west2,europe-west2,,GCP,GCP Notebooks,,Treasury,The Money Badgers,70.73
dev,70359576,01/02/2024,Number of pages processed by Custom Document Extractor.,(not set),,GCP,GCP Cloud Document Ai Api,,AE Tech,Yield Syndicate,75.32
dev,70359576,01/02/2024,Number of pages processed by Custom Document Splitter.,(not set),,GCP,GCP Cloud Document Ai Api,,AE Tech,Yield Syndicate,80.6
dev,41603388,01/02/2024,Notebooks CPU Management Fee,asia-east2-a,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,87.51
dev,72112887,01/02/2024,Number of hours a processor version has been deployed.,(not set),,GCP,GCP Cloud Document Ai Api,,TE Tech,The Forecast Foundary,91.93
dev,69805806,01/02/2024,Workbench Instances CPU for GCE usage - N1 Instance Cores in europe-west2,europe-west2,,GCP,GCP Notebooks,,Treasury,The Money Badgers,95.24
prod,34909342,01/02/2024,Managed Notebooks Disk for GCE usage -- Balanced Persistent Disk in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,99.43
dev,70359576,01/02/2024,Number of pages processed for OCR processor.,(not set),,GCP,GCP Cloud Document Ai Api,,AE Tech,Yield Syndicate,101.16
dev,92465056,01/02/2024,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Fear the Fiscal,106.61
dev,60611044,01/02/2024,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in europe-west1,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,114.5
prod,59992092,01/02/2024,Document Text Detection Operations,us-west1,,GCP,GCP Cloud Vision Api,,Treasury,Treasury Foundation,119.46
dev,50666767,01/02/2024,Notebooks CPU Management Fee,europe-west2-a,,GCP,GCP Notebooks,,United America,Wu-Tang Clan of Cash Flow,120.23
dev,69805806,01/02/2024,Workbench Instances CPU for GCE usage - E2 Instance Cores in europe-west2,europe-west2,,GCP,GCP Notebooks,,Treasury,The Money Badgers,120.36
dev,67090511,01/02/2024,Document Text Detection Operations,us-central2,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,128.99
dev,34909342,01/02/2024,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,132.74
dev,12273010,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,Straight Outta Accounts,137.06
dev,60611044,01/02/2024,Managed Notebooks CPU Management Fee,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,137.94
dev,34909342,01/02/2024,Workbench Instances RAM for GCE usage - E2 Instance RAM in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,139.21
prod,34909342,01/02/2024,Managed Notebooks CPU for GCE usage - N1 Highmem Cores in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,151.38
dev,53079266,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,europe-west2,,GCP,GCP Vertex Ai,,SecuroSave,SecuroSave Lite,152.4
dev,69805806,01/02/2024,Workbench Instances RAM for GCE usage - N2 Instance RAM in europe-west2,europe-west2,,GCP,GCP Notebooks,,Treasury,The Money Badgers,156.03
prod,67090511,01/02/2024,Image Properties Operations,us-central1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,158.07
dev,69805806,01/02/2024,Workbench Instances CPU for GCE usage - N2 Instance Cores in europe-west2,europe-west2,,GCP,GCP Notebooks,,Treasury,The Money Badgers,173.87
dev,69805806,01/02/2024,Workbench Instances RAM for GCE usage - E2 Instance RAM in europe-west2,europe-west2,,GCP,GCP Notebooks,,Treasury,The Money Badgers,173.96
prod,63014216,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,194.03
prod,67090511,01/02/2024,Object Localization Operations,us-central1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,206.88
prod,91273006,01/02/2024,Managed Notebooks CPU for GCE usage - N1 Standard Cores in asia-east2,asia-east2,,GCP,GCP Notebooks,,AE Tech,Yield Syndicate,212.05
dev,38760834,01/02/2024,Document Text Detection Operations,europe-west4,,GCP,GCP Cloud Vision Api,,United America,The Budgeters,214.01
dev,67090511,01/02/2024,Document Text Detection Operations,us-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,214.23
prod,72540413,01/02/2024,Notebooks CPU Management Fee,europe-west2-b,,GCP,GCP Notebooks,,TE Tech,Risk Regulators,218.24
dev,69805806,01/02/2024,Workbench Instances RAM for GCE usage - N1 Instance RAM in europe-west2,europe-west2,,GCP,GCP Notebooks,,Treasury,The Money Badgers,219.52
prod,63014216,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,228.14
dev,34909342,01/02/2024,Workbench Instances Storage for GCE usage - Balanced Persistent Disk in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,235.08
dev,60611044,01/02/2024,Managed Notebooks CPU for GCE usage - N1 Standard Cores in europe-west1,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,237.28
dev,34909342,01/02/2024,Managed Notebooks CPU Management Fee,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,239.29
prod,34909342,01/02/2024,Managed Notebooks CPU Management Fee,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,242.2
dev,60611044,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,246.81
dev,34909342,01/02/2024,Workbench Instances CPU for GCE usage - E2 Instance Cores in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,249.73
dev,56982163,01/02/2024,Text Detection Operations,europe-west4,,GCP,GCP Cloud Vision Api,,Treasury,Treasury Foundation,251.11
dev,91756787,01/02/2024,Managed Notebooks CPU Management Fee,europe-west1,,GCP,GCP Notebooks,,Treasury,Treasury Foundation,261.49
dev,35462054,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,us-central1,,GCP,GCP Vertex Ai,,United America,Wu-Tang Clan of Cash Flow,262.59
prod,67090511,01/02/2024,Web Detection Operations,europe-west4,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,271.5
prod,72540413,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,277.26
prod,60611044,01/02/2024,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in europe-west1,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,283.27
dev,69805806,01/02/2024,Workbench Instances Storage for GCE usage - Balanced Persistent Disk in europe-west2,europe-west2,,GCP,GCP Notebooks,,Treasury,The Money Badgers,289.28
dev,72789061,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,us-central1,,GCP,GCP Vertex Ai,,United America,Bank Tank,297.24
dev,87305096,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,297.8
dev,67090511,01/02/2024,Document Text Detection Operations,us-central1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,300.93
dev,48347781,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,304.97
dev,34909342,01/02/2024,Managed Notebooks CPU for GCE usage - N1 Standard Cores in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,309.29
dev,57115626,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,Straight Outta Accounts,310.27
dev,69805806,01/02/2024,Notebooks CPU Management Fee,europe-west2-b,,GCP,GCP Notebooks,,Treasury,The Money Badgers,312.01
dev,60611044,01/02/2024,Managed Notebooks GPU for GCE usage - T4 in europe-west1,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,317.08
prod,67090511,01/02/2024,Web Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,319.3
dev,91756787,01/02/2024,Managed Notebooks CPU for GCE usage - N1 Standard Cores in europe-west1,europe-west1,,GCP,GCP Notebooks,,Treasury,Treasury Foundation,322.51
dev,71682866,01/02/2024,Notebooks CPU Management Fee,europe-west2-a,,GCP,GCP Notebooks,,TE Tech,Risk Regulators,322.71
dev,41603388,01/02/2024,Managed Notebooks CPU Management Fee,asia-east2,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,323.37
dev,63014216,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,325.61
dev,34909342,01/02/2024,Managed Notebooks Disk for GCE usage -- Balanced Persistent Disk in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,327.93
prod,67090511,01/02/2024,Document Text Detection Operations,europe-west4,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,331.72
dev,60611044,01/02/2024,Managed Notebooks CPU for GCE usage - N1 Highmem Cores in europe-west1,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,332.07
dev,72789061,01/02/2024,Document Text Detection Operations,us-east1,,GCP,GCP Cloud Vision Api,,United America,Bank Tank,337.16
prod,63014216,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,351.44
dev,48347781,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,360.19
dev,31301881,01/02/2024,Workbench Instances Storage for GCE usage - Balanced Persistent Disk in asia-east2,asia-east2,,GCP,GCP Notebooks,,Treasury,Treasury Foundation,366.08
dev,31301881,01/02/2024,Workbench Instances RAM for GCE usage - E2 Instance RAM in asia-east2,asia-east2,,GCP,GCP Notebooks,,Treasury,Treasury Foundation,367.62
dev,99457172,01/02/2024,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,us-central1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,367.7
dev,72789061,01/02/2024,Document Text Detection Operations,us-west1,,GCP,GCP Cloud Vision Api,,United America,Bank Tank,374.32
dev,70359576,01/02/2024,Object Localization Operations,asia-east1,,GCP,GCP Cloud Vision Api,,AE Tech,Yield Syndicate,383.35
prod,20547104,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,389.78
dev,60611044,01/02/2024,Managed Notebooks GPU Standard Management Fee,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,394.26
prod,67090511,01/02/2024,Web Detection Operations,us-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,395.34
dev,99457172,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,us-central1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,403.69
dev,41603388,01/02/2024,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in asia-east2,asia-east2,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,403.93
dev,31301881,01/02/2024,Workbench Instances CPU for GCE usage - E2 Instance Cores in asia-east2,asia-east2,,GCP,GCP Notebooks,,Treasury,Treasury Foundation,407.64
prod,34909342,01/02/2024,Managed Notebooks CPU for GCE usage - N1 Standard Cores in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,410.68
dev,72789061,01/02/2024,Document Text Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,United America,Bank Tank,411.45
dev,72789061,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,asia-southeast1,,GCP,GCP Vertex Ai,,United America,Bank Tank,414.47
dev,91756787,01/02/2024,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in europe-west1,europe-west1,,GCP,GCP Notebooks,,Treasury,Treasury Foundation,419.12
prod,67090511,01/02/2024,Document Text Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,423.85
dev,56982163,01/02/2024,Document Text Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Treasury,Treasury Foundation,424.4
dev,34909342,01/02/2024,Notebooks CPU Management Fee,asia-east2-a,,GCP,GCP Notebooks,,United America,Dr Drepreciation,425.18
dev,41603388,01/02/2024,Managed Notebooks CPU for GCE usage - N1 Standard Cores in asia-east2,asia-east2,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,427.79
prod,67090511,01/02/2024,Document Text Detection Operations,us-central1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,431.11
prod,91273006,01/02/2024,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in asia-east2,asia-east2,,GCP,GCP Notebooks,,AE Tech,Yield Syndicate,436.87
dev,48347781,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,437.85
prod,20547104,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,450.72
dev,87305096,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,474.14
dev,35462054,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,us-east4,,GCP,GCP Vertex Ai,,United America,Wu-Tang Clan of Cash Flow,480.67
prod,67090511,01/02/2024,Text Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,513.09
dev,71794275,01/02/2024,Document Text Detection Operations,us-central1,,GCP,GCP Cloud Vision Api,,TE Tech,Risk Regulators,529.51
dev,53079266,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,europe-west2,,GCP,GCP Vertex Ai,,SecuroSave,SecuroSave Lite,530.88
prod,63014216,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,534.65
dev,45812120,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,539.15
dev,91756787,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,europe-west2,,GCP,GCP Vertex Ai,,Treasury,Treasury Foundation,539.69
dev,91756787,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,europe-west1,,GCP,GCP Vertex Ai,,Treasury,Treasury Foundation,540.4
dev,63014216,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,540.58
dev,59323113,01/02/2024,Document Text Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,Treasury,Treasury Foundation,543.51
prod,59992092,01/02/2024,Document Text Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,Treasury,Treasury Foundation,544.25
dev,56982163,01/02/2024,Document Text Detection Operations,europe-west4,,GCP,GCP Cloud Vision Api,,Treasury,Treasury Foundation,547.72
dev,80293184,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,europe-west2,,GCP,GCP Vertex Ai,,Treasury,Ctrl+Alt+Deficit,582.28
dev,92465056,01/02/2024,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,asia-east2,,GCP,GCP Vertex Ai,,United America,Fear the Fiscal,605.76
dev,63014216,01/02/2024,Text Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,615.48
dev,71682866,01/02/2024,Vertex AI: AutoML Structured Data Model Training,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,623
dev,63014216,01/02/2024,Text Detection Operations,europe-west4,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,629.6
dev,48347781,01/02/2024,Text Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,635.64
prod,67090511,01/02/2024,Image Properties Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,644.99
dev,67090511,01/02/2024,Document Text Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,658.78
dev,48347781,01/02/2024,Vertex AI: AutoML Structured Data Model Training,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,663.54
dev,87305096,01/02/2024,Vertex AI: AutoML Structured Data Model Training,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,669.31
dev,72789061,01/02/2024,Document Text Detection Operations,us-east2,,GCP,GCP Cloud Vision Api,,United America,Bank Tank,671.62
dev,42275345,01/02/2024,Vertex AI: AutoML Structured Data Model Training,us-central1,,GCP,GCP Vertex Ai,,United America,Accounts Payabros,700.86
dev,63014216,01/02/2024,Vertex AI: AutoML Structured Data Model Training,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,710.01
dev,72789061,01/02/2024,Document Text Detection Operations,europe-west4,,GCP,GCP Cloud Vision Api,,United America,Bank Tank,715.72
dev,20547104,01/02/2024,Vertex AI: AutoML Structured Data Model Training,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,718.09
prod,67090511,01/02/2024,Web Detection Operations,us-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,719.77
prod,72540413,01/02/2024,Vertex AI: AutoML Structured Data Model Training,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,726.04
prod,67090511,01/02/2024,Document Text Detection Operations,us-central2,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,747.35
prod,67090511,01/02/2024,Document Text Detection Operations,us-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,757.46
prod,67090511,01/02/2024,Document Text Detection Operations,us-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,771.21
dev,72789061,01/02/2024,Document Text Detection Operations,europe-north1,,GCP,GCP Cloud Vision Api,,United America,Bank Tank,785.64
prod,67090511,01/02/2024,Vertex AI: AutoML Structured Data Model Training,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,793.61
prod,67090511,01/02/2024,Document Text Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,800.83
dev,54555835,01/02/2024,Vertex AI: AutoML Structured Data Model Training,us-central1,,GCP,GCP Vertex Ai,,United America,Liquidity Legends,810.64
dev,35462054,01/02/2024,Vertex AI: AutoML Structured Data Model Training,europe-west1,,GCP,GCP Vertex Ai,,United America,Wu-Tang Clan of Cash Flow,812.79
dev,87305096,01/02/2024,Vertex AI: AutoML Structured Data Model Training,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,812.91
dev,12273010,01/02/2024,Vertex AI: AutoML Structured Data Model Training,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,Straight Outta Accounts,821.99
prod,38760834,01/02/2024,Document Text Detection Operations,europe-west4,,GCP,GCP Cloud Vision Api,,United America,The Budgeters,824.88
dev,71794275,01/02/2024,Document Text Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,TE Tech,Risk Regulators,847.86
prod,11993525,01/02/2024,Vertex AI: AutoML Structured Data Model Training,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,857.26
